Age,Gender,Occupation,Daily_AI_Usage_Hours,AI_Usage_Purpose,Specialization,AI_Tools_Used,AI_Usage_Frequency,AI_Skill_Level,Device_Used,Data_Privacy_Concern,AI_Trust_Level,Location,Language_Preference,Internet_Speed,AI_Usage_Change_in_6_Months,Uses_Paid_AI_Tools,Satisfaction_Level,Can_Live_Without_AI,Task_Complexity,Time_to_Respond_Seconds,Performance (%)
22,,Teacher,7,Work,Medicine,ChatGPT,Sometimes,Beginner,Tablet,High,Low,Rural,Arabic,Medium,Decreased,Yes,7,No,2,37,67
50,,Student,1,Shopping,Education,Notion AI,Often,Intermediate,Laptop,Low,Low,Urban,Spanish,Medium,Decreased,No,4,Yes,2,24,85
58,Male,Unemployed,12,Entertainment,Computer Science,Other,Sometimes,Beginner,Desktop,Medium,High,Suburban,French,Fast,Same,No,10,No,2,24,83
42,Male,Designer,9,Entertainment,Business,Midjourney,Daily,Advanced,Laptop,Low,Moderate,Rural,Arabic,Medium,Same,Yes,4,Yes,2,21,87
18,Female,Doctor,8,Shopping,Computer Science,Midjourney,Often,Intermediate,Mobile,High,High,Suburban,French,Slow,Decreased,No,8,No,3,83,61
24,Female,Freelancer,3,Work,Art,Other,Rarely,Beginner,Desktop,High,High,Urban,Arabic,Medium,Same,No,8,No,2,22,83
54,Male,Engineer,3,Shopping,Law,Other,Daily,Beginner,Laptop,Medium,Low,Urban,Spanish,Slow,Decreased,No,9,No,3,73,65
43,Male,Doctor,9,Daily Life,Computer Science,Bard,,Advanced,,Medium,High,Rural,English,Medium,Decreased,No,3,Yes,2,50,65
43,Female,Designer,0,Study,Education,Bard,Daily,Beginner,Laptop,Low,Low,Urban,English,Slow,Increased,Yes,2,Yes,2,33,67
32,,Student,8,Daily Life,Computer Science,Midjourney,Often,Advanced,Mobile,High,Low,Suburban,French,Fast,Same,Yes,1,Yes,1,24,85
31,,Researcher,11,Shopping,Business,Midjourney,Often,Intermediate,Desktop,High,High,Suburban,French,Medium,Increased,No,9,No,2,22,87
57,Male,Researcher,10,Daily Life,Education,Notion AI,Daily,Intermediate,Mobile,Low,Moderate,Suburban,English,Slow,Increased,Yes,5,Yes,2,40,67
28,Male,Student,0,Entertainment,Education,ChatGPT,Daily,Advanced,Desktop,Medium,Low,Rural,Arabic,Medium,Same,No,8,No,2,38,65
61,Female,Researcher,11,Study,Business,Other,,Advanced,Desktop,High,Moderate,Urban,Spanish,Fast,Increased,No,9,No,2,30,85
19,Male,Student,5,Work,Medicine,Bard,Sometimes,Advanced,Desktop,Low,Moderate,Suburban,English,Fast,Same,No,3,Yes,2,50,65
44,,Engineer,12,Work,Computer Science,Other,Often,Intermediate,Tablet,High,High,Urban,Spanish,Fast,Same,Yes,7,No,3,80,65
29,Female,Engineer,4,Study,,Bard,Often,,Mobile,High,,Suburban,Spanish,Fast,Same,Yes,8,No,3,48,83
19,Female,Unemployed,10,Entertainment,Law,Notion AI,Sometimes,Beginner,Mobile,Low,Low,Rural,French,Fast,Decreased,Yes,6,No,2,35,63
31,Male,Student,12,Work,Medicine,Other,Often,Beginner,Tablet,Low,Moderate,Rural,English,Fast,Decreased,Yes,1,Yes,2,37,67
30,Female,Teacher,6,Daily Life,Art,Bard,Daily,Advanced,Mobile,Medium,High,Urban,Spanish,Fast,Increased,No,10,No,2,26,83
45,Male,Unemployed,6,Daily Life,Engineering,Other,Often,Intermediate,Tablet,Medium,High,Urban,French,Fast,Same,No,1,Yes,1,18,85
20,,Researcher,4,Health,Law,Bard,Daily,Intermediate,Mobile,Low,Moderate,Rural,English,Medium,Increased,No,2,Yes,3,68,65
35,Male,Researcher,3,Shopping,Engineering,Notion AI,Often,Beginner,Tablet,Low,Low,Urban,English,Fast,Same,Yes,2,Yes,2,38,63
64,,Researcher,7,Study,Art,Copilot,Daily,Beginner,Laptop,Low,Moderate,Suburban,Arabic,Medium,Decreased,Yes,1,Yes,2,49,65
64,,Engineer,9,Work,Education,Other,Often,Beginner,Laptop,Low,High,Rural,French,Fast,Same,Yes,10,No,3,41,78
54,Male,Designer,0,Health,Computer Science,Midjourney,Daily,Intermediate,Laptop,Medium,Moderate,Urban,Spanish,Slow,Increased,Yes,2,Yes,3,65,65
25,Male,Teacher,7,Entertainment,Computer Science,Copilot,Rarely,Beginner,Laptop,Medium,Moderate,Suburban,Arabic,Slow,Increased,No,4,Yes,2,27,83
41,,Doctor,9,Study,Computer Science,Notion AI,Daily,Beginner,Mobile,High,Low,Suburban,Arabic,Slow,Same,Yes,5,Yes,3,86,65
28,Male,Researcher,9,Work,Engineering,Bard,Daily,Intermediate,Mobile,Low,Moderate,Urban,English,Fast,Same,Yes,1,Yes,2,50,67
28,,Designer,2,,Computer Science,Midjourney,Rarely,Beginner,Laptop,Medium,Low,Rural,Arabic,Medium,Decreased,Yes,1,Yes,2,26,85
50,Male,Doctor,4,Entertainment,Engineering,Notion AI,Often,Beginner,Laptop,High,High,Urban,Spanish,Medium,Increased,Yes,10,No,3,53,83
24,Male,Freelancer,2,,Law,Notion AI,Rarely,Beginner,Desktop,Medium,Low,Urban,French,Slow,Increased,No,1,Yes,2,38,65
19,,Doctor,4,Work,Education,ChatGPT,Daily,Intermediate,Desktop,High,Moderate,Urban,Arabic,Medium,Same,No,6,No,3,55,78
36,Female,Engineer,9,Study,Education,Notion AI,Sometimes,Advanced,Desktop,High,Low,Urban,Spanish,Medium,Decreased,Yes,8,No,3,77,63
26,Male,Engineer,12,Work,Education,Bard,Sometimes,Advanced,Desktop,High,Moderate,Urban,English,Slow,Increased,Yes,5,Yes,3,40,80
50,,Engineer,9,Shopping,Education,Other,Often,Beginner,Mobile,High,Low,Urban,English,Slow,Increased,Yes,1,Yes,3,69,61
37,Female,Student,7,Shopping,Medicine,Notion AI,Rarely,Advanced,Mobile,Medium,High,Urban,English,,Decreased,Yes,5,Yes,2,27,85
23,Male,Researcher,10,Work,Computer Science,Notion AI,Daily,Advanced,Mobile,High,High,Suburban,English,,Increased,Yes,5,Yes,2,23,87
55,Male,Student,5,Entertainment,Engineering,ChatGPT,Often,Intermediate,Tablet,Low,Moderate,Suburban,French,Slow,Increased,No,10,No,2,24,83
22,,Freelancer,11,Work,Education,Other,Daily,Advanced,Mobile,High,High,Suburban,Spanish,Medium,Decreased,,8,No,2,30,83
115,,Designer,1,Entertainment,Art,Bard,Sometimes,Advanced,Tablet,Low,Moderate,Suburban,Spanish,Medium,Increased,No,2,Yes,2,20,85
25,Male,Researcher,10,Study,Art,Midjourney,Sometimes,Advanced,Mobile,High,Low,Rural,French,Fast,Decreased,Yes,6,No,2,32,65
45,,Unemployed,6,,Education,Midjourney,Rarely,Intermediate,Laptop,Low,,Suburban,Spanish,Slow,Same,No,10,No,2,30,83
23,Female,Researcher,7,Daily Life,Education,Other,Daily,Intermediate,Mobile,Medium,Moderate,Suburban,English,Fast,Increased,Yes,10,No,2,39,65
32,Male,Student,5,Shopping,Computer Science,Notion AI,Rarely,Beginner,Tablet,High,Moderate,Suburban,French,Slow,Decreased,Yes,4,Yes,2,36,65
26,Male,Freelancer,8,Entertainment,Medicine,Notion AI,Often,Intermediate,Tablet,High,Low,Rural,Spanish,Fast,Increased,No,1,Yes,2,50,63
23,Male,Unemployed,3,Study,Education,Other,Often,Intermediate,Mobile,High,Moderate,Rural,French,Fast,Increased,Yes,10,No,2,28,85
46,Female,Designer,9,Study,Education,Copilot,Sometimes,Intermediate,Desktop,High,Low,Urban,Spanish,Medium,Decreased,No,8,No,2,42,65
63,Female,Doctor,3,Work,Engineering,Notion AI,Sometimes,Beginner,Laptop,High,Moderate,Rural,English,Slow,Increased,Yes,7,No,3,74,63
31,Female,Student,0,Study,Law,Copilot,Daily,Beginner,Desktop,Medium,Low,Rural,Arabic,Fast,Increased,Yes,5,Yes,2,47,67
53,,Engineer,12,Work,Engineering,ChatGPT,Daily,Advanced,Desktop,High,High,Suburban,Arabic,Fast,Same,,5,Yes,3,41,80
31,Female,Doctor,0,Entertainment,Engineering,Other,Often,Beginner,Laptop,Medium,Low,Urban,French,Fast,Same,Yes,9,No,3,68,65
20,Female,Doctor,7,Health,Medicine,Midjourney,Rarely,Advanced,Desktop,Medium,,Suburban,French,Fast,Increased,No,8,No,4,95,55
52,,Unemployed,7,Shopping,Law,Midjourney,Sometimes,Beginner,,Low,High,Suburban,Arabic,Fast,Increased,No,5,Yes,2,46,67
52,Female,Teacher,3,Work,,ChatGPT,Rarely,Advanced,Desktop,High,High,Rural,Spanish,Slow,Increased,Yes,1,Yes,2,42,65
35,Female,Researcher,3,Shopping,Art,ChatGPT,Often,Intermediate,Tablet,High,High,Rural,English,Medium,Decreased,Yes,2,Yes,2,36,65
55,Female,Student,0,,Medicine,Notion AI,Sometimes,Advanced,Desktop,Low,High,Suburban,Spanish,Fast,Same,Yes,4,Yes,2,36,67
40,,Researcher,3,Entertainment,Engineering,Notion AI,Rarely,Beginner,Laptop,High,Low,Urban,Spanish,Fast,Decreased,No,7,No,2,38,63
44,,Designer,3,Entertainment,Medicine,Midjourney,Rarely,Beginner,Tablet,Medium,High,Urban,Spanish,Slow,Same,Yes,5,Yes,2,31,63
29,,Student,9,Work,Education,Midjourney,Rarely,Beginner,Desktop,High,Moderate,Urban,Spanish,Fast,Same,Yes,9,No,2,42,67
46,,Engineer,6,Daily Life,Computer Science,Copilot,Sometimes,Beginner,Desktop,Medium,High,Suburban,Arabic,Medium,Decreased,No,4,Yes,2,38,67
41,Male,Unemployed,6,Work,Engineering,Midjourney,Sometimes,Beginner,Mobile,Low,Moderate,Suburban,Spanish,Slow,Same,No,8,No,2,24,87
23,Male,Researcher,1,Work,Business,Midjourney,Rarely,Beginner,Laptop,Low,Moderate,Rural,French,Medium,Increased,No,10,No,2,39,63
24,Male,Freelancer,3,Daily Life,Computer Science,Copilot,Rarely,Beginner,Tablet,Low,Low,Rural,Arabic,,Decreased,No,10,No,2,38,67
44,Female,Teacher,8,Work,,ChatGPT,Rarely,Advanced,Mobile,Low,Moderate,Urban,Arabic,Slow,Decreased,No,1,Yes,2,30,83
52,Male,Designer,1,Entertainment,Business,Notion AI,Rarely,Beginner,Tablet,Medium,Low,Rural,French,Medium,Decreased,Yes,3,Yes,2,24,85
50,Female,Teacher,11,Work,Engineering,ChatGPT,Often,Intermediate,Tablet,High,Moderate,Rural,English,Medium,Decreased,No,10,No,2,41,67
59,Female,Unemployed,6,Work,Education,Notion AI,Daily,,Tablet,Low,Low,Rural,Arabic,Fast,Decreased,Yes,3,Yes,2,20,87
41,,Student,10,Work,Education,Notion AI,Often,Beginner,Desktop,Medium,Moderate,Urban,English,Slow,Decreased,No,2,Yes,2,42,65
48,Male,Teacher,0,Entertainment,Medicine,Midjourney,Sometimes,Beginner,Tablet,Medium,Low,Urban,Spanish,Slow,Decreased,No,5,Yes,2,48,65
62,Female,Unemployed,5,,Engineering,Other,Often,Intermediate,Desktop,Medium,Moderate,Rural,Spanish,Medium,Same,Yes,3,Yes,2,47,67
55,Male,Doctor,9,Health,Business,Bard,Sometimes,Intermediate,Desktop,Medium,Low,Urban,Arabic,Slow,Increased,Yes,2,Yes,4,119,63
64,Female,Researcher,0,Study,Art,Midjourney,Rarely,Intermediate,Laptop,High,High,Suburban,Arabic,,Increased,No,1,Yes,2,48,65
25,Female,Teacher,5,Shopping,Medicine,Bard,Often,Beginner,Tablet,Low,Moderate,Suburban,English,Fast,Same,No,5,Yes,2,40,63
36,Female,Student,4,Work,Art,Midjourney,Sometimes,Advanced,Desktop,High,High,Suburban,Spanish,Slow,Decreased,Yes,2,Yes,2,30,85
64,Male,Engineer,9,Work,Art,Bard,Rarely,Advanced,Laptop,Low,Moderate,Urban,English,Fast,Increased,Yes,4,Yes,3,68,61
52,Female,Engineer,12,,Business,Copilot,Daily,Advanced,Tablet,High,Low,Suburban,English,Slow,Same,Yes,3,Yes,3,66,65
51,,Student,7,Shopping,Engineering,ChatGPT,Rarely,Advanced,Tablet,Medium,Moderate,Suburban,English,Medium,Increased,No,6,No,2,37,67
44,Female,Teacher,10,Shopping,Medicine,Midjourney,Often,Beginner,Desktop,High,Moderate,Urban,English,Fast,Increased,Yes,10,No,2,40,63
43,Female,Designer,0,Daily Life,Medicine,Midjourney,Rarely,Intermediate,Mobile,Medium,Low,Urban,English,Fast,Same,No,9,No,2,48,65
51,Male,Student,4,Work,Computer Science,Copilot,Rarely,Advanced,Mobile,High,Low,Suburban,English,Medium,Increased,No,7,No,2,34,63
37,Male,Teacher,6,Work,Law,Notion AI,Rarely,Intermediate,Desktop,Low,Low,Suburban,Spanish,Fast,Decreased,No,10,No,2,43,67
57,Female,Researcher,12,Study,Engineering,Copilot,Often,Beginner,Desktop,Medium,Moderate,Urban,French,Medium,Decreased,No,8,No,2,34,63
24,Female,Designer,9,Work,Engineering,Other,Often,Intermediate,Mobile,Medium,High,Suburban,French,Slow,Increased,Yes,1,Yes,2,44,65
63,,Unemployed,3,Daily Life,Engineering,Other,Sometimes,Beginner,Tablet,High,Low,Suburban,Spanish,Medium,Decreased,Yes,1,Yes,1,15,87
26,,Student,8,Health,Education,Copilot,Sometimes,Intermediate,Desktop,Low,Low,Rural,Spanish,Fast,Decreased,No,9,No,2,46,65
49,Male,Freelancer,7,Study,Law,Notion AI,Often,Beginner,Desktop,Low,High,Suburban,French,Fast,Same,Yes,1,Yes,2,21,85
57,Female,Researcher,7,Health,Business,Notion AI,,Advanced,Desktop,High,High,Rural,English,Fast,Increased,Yes,5,Yes,3,46,78
55,,Student,1,Work,Business,ChatGPT,Sometimes,Intermediate,Tablet,Low,Low,Suburban,Arabic,Fast,Decreased,No,1,Yes,2,22,87
59,Female,Researcher,6,Work,Education,Bard,Sometimes,Intermediate,Mobile,High,High,Urban,Arabic,Medium,Increased,Yes,10,No,2,48,63
45,,Teacher,12,Daily Life,Engineering,ChatGPT,Rarely,Intermediate,Laptop,High,Moderate,Urban,Spanish,Slow,Same,Yes,5,Yes,2,40,65
59,Female,Student,9,Health,Law,,Often,Beginner,Mobile,Medium,Low,Rural,French,Fast,Increased,Yes,9,No,2,38,63
53,Female,Doctor,4,Work,Business,ChatGPT,Rarely,Intermediate,Mobile,High,Low,Rural,English,Medium,Increased,No,10,No,3,46,80
25,Male,Teacher,3,Health,Medicine,Other,Rarely,Advanced,Mobile,Low,High,Suburban,French,Medium,Increased,Yes,8,No,3,44,80
29,,Engineer,0,Health,Engineering,Midjourney,Often,,Mobile,Medium,Moderate,Rural,Spanish,Medium,Increased,Yes,1,Yes,4,74,77
60,Male,Unemployed,2,,Education,ChatGPT,Daily,Intermediate,Desktop,High,Moderate,Rural,French,Medium,Same,Yes,2,Yes,2,47,67
36,,Student,2,Health,Law,Other,Sometimes,Intermediate,Mobile,High,Moderate,Urban,French,Medium,Decreased,No,4,Yes,2,20,85
18,Female,Teacher,2,Work,Computer Science,Bard,Rarely,Advanced,Tablet,Low,Moderate,Rural,English,Fast,Decreased,No,3,Yes,2,36,63
45,,Student,4,Work,Medicine,ChatGPT,Rarely,Beginner,Desktop,High,Moderate,Urban,Spanish,Fast,Decreased,No,10,No,2,22,85
31,Female,Student,7,Study,Art,Midjourney,Sometimes,Intermediate,Mobile,High,Low,Suburban,English,Slow,Same,Yes,6,No,2,25,83
32,,Student,30,Shopping,Education,Copilot,Rarely,Intermediate,Tablet,Medium,Low,Suburban,Arabic,Fast,Increased,Yes,7,No,2,33,67
63,,Unemployed,3,Study,Medicine,Bard,Rarely,Beginner,Desktop,Medium,,Suburban,French,Fast,Increased,No,8,No,2,21,87
57,Female,Student,6,Daily Life,Art,Other,Rarely,Intermediate,Desktop,Medium,Low,Suburban,Arabic,Medium,Increased,Yes,2,Yes,1,21,85
58,Female,Doctor,0,Health,Computer Science,Other,Daily,Beginner,Desktop,High,High,Suburban,French,Medium,Decreased,No,4,Yes,4,106,60
34,Female,Teacher,5,Study,Art,Midjourney,Rarely,Intermediate,Mobile,High,High,Suburban,English,Medium,Same,Yes,4,Yes,2,33,65
21,Female,Teacher,2,Study,Medicine,ChatGPT,Rarely,Advanced,Laptop,Low,Moderate,Urban,Spanish,Slow,Decreased,Yes,9,No,2,21,83
44,Female,Designer,8,Daily Life,Medicine,Midjourney,Rarely,Beginner,Mobile,Medium,Low,Rural,Spanish,Medium,Same,No,5,Yes,2,20,87
32,Female,Researcher,6,Work,Engineering,Bard,Rarely,Advanced,Mobile,Medium,High,Suburban,Spanish,Medium,Same,No,6,No,2,30,83
27,Female,Freelancer,8,Health,Education,Bard,Often,Beginner,,Low,Moderate,Rural,Spanish,Slow,Same,Yes,10,No,3,58,83
26,Male,Doctor,7,Study,Business,Midjourney,Sometimes,Beginner,Laptop,High,High,Rural,Spanish,Slow,Increased,Yes,4,Yes,3,75,65
47,Male,Designer,0,Study,Education,Bard,Often,Advanced,Mobile,High,High,Rural,Spanish,,Decreased,No,7,No,2,48,67
51,Female,Student,8,Daily Life,Medicine,Bard,Sometimes,Intermediate,Desktop,Low,Low,Rural,Arabic,Slow,Decreased,Yes,3,Yes,1,21,85
58,,Designer,4,Shopping,Education,Bard,Sometimes,Intermediate,Mobile,Low,Low,Rural,French,Slow,Increased,Yes,3,Yes,2,26,85
50,Male,Designer,11,Work,Art,Other,Daily,Beginner,Mobile,Medium,Low,Rural,French,Slow,Increased,No,4,Yes,2,48,67
46,,Freelancer,4,Health,Engineering,Other,Rarely,Beginner,Desktop,Medium,Low,Suburban,Arabic,Medium,Increased,Yes,1,Yes,3,77,67
26,Male,Engineer,7,Work,Medicine,ChatGPT,Often,Intermediate,Desktop,High,Low,Rural,English,Slow,Same,Yes,7,No,3,75,61
39,Female,Engineer,8,Shopping,Education,Midjourney,Often,Beginner,Desktop,Low,Low,Urban,Spanish,Slow,Increased,Yes,10,No,3,49,83
49,,Engineer,5,Shopping,Business,Midjourney,,Advanced,Laptop,Medium,High,Urban,Arabic,Fast,Increased,Yes,5,Yes,3,90,63
37,Female,Teacher,6,Daily Life,Art,Notion AI,Often,Intermediate,Tablet,Medium,High,Urban,English,Fast,Decreased,No,9,No,2,25,83
53,Female,Engineer,1,Work,Law,Notion AI,Daily,Beginner,Mobile,High,Low,Urban,French,Fast,Decreased,No,4,Yes,3,68,67
43,Male,Freelancer,9,Health,,Notion AI,Sometimes,Intermediate,Laptop,Medium,Low,Urban,Spanish,Fast,Decreased,No,5,Yes,3,63,67
44,Female,Designer,2,Work,Law,Bard,Daily,Advanced,Tablet,Medium,High,Rural,Arabic,Medium,Increased,Yes,1,Yes,2,42,63
34,,Designer,2,Shopping,Education,Bard,Sometimes,Intermediate,Tablet,High,Low,Suburban,Arabic,Medium,Increased,No,4,Yes,2,31,65
29,Male,Teacher,1,Daily Life,Business,Copilot,Often,Advanced,Desktop,Low,Moderate,Rural,Arabic,Fast,Increased,No,4,Yes,2,31,63
27,,Student,0,Daily Life,Education,Midjourney,Sometimes,,Mobile,High,Moderate,Urban,Arabic,Medium,Increased,Yes,5,Yes,1,23,87
44,Female,Designer,1,Entertainment,,Other,Sometimes,Intermediate,Desktop,Medium,Moderate,Suburban,English,Slow,Same,Yes,1,Yes,2,46,63
35,,Doctor,11,Study,Law,Midjourney,Often,,Tablet,Medium,Moderate,Rural,English,Fast,Decreased,No,10,No,3,43,78
18,Female,Designer,0,Shopping,Education,ChatGPT,Sometimes,Intermediate,Tablet,High,High,Rural,Arabic,Medium,Decreased,Yes,8,No,2,29,83
37,Female,Engineer,9,Daily Life,Art,Notion AI,Often,Advanced,Laptop,High,High,Suburban,English,Medium,Decreased,No,6,No,2,49,65
36,Male,Designer,2,Health,Education,Notion AI,Sometimes,Advanced,Laptop,Medium,Low,Rural,French,Medium,Same,No,3,Yes,3,55,77
44,Male,Unemployed,5,Daily Life,Art,Midjourney,Sometimes,Intermediate,Mobile,Low,High,Rural,Spanish,Fast,Decreased,Yes,6,No,1,24,83
35,Male,Student,4,Work,Medicine,Other,Rarely,Advanced,Desktop,High,Moderate,Urban,English,Fast,Decreased,No,3,Yes,2,36,63
19,Male,Unemployed,8,Study,Engineering,Copilot,Rarely,Beginner,Mobile,High,Moderate,Urban,Spanish,Medium,Same,Yes,1,Yes,2,25,85
60,,Doctor,4,Work,Law,Bard,Daily,Beginner,Mobile,High,High,Suburban,Spanish,Fast,Same,Yes,2,Yes,3,57,80
42,,Teacher,4,Shopping,Education,Copilot,Rarely,Intermediate,Laptop,Low,Moderate,Urban,Spanish,Medium,Decreased,No,9,No,2,39,67
53,,Teacher,11,Work,Art,Copilot,Rarely,Intermediate,Mobile,Low,Low,Urban,French,Slow,Decreased,No,9,No,2,46,63
51,Male,Student,3,Daily Life,Education,Copilot,Daily,Advanced,Desktop,Low,,Rural,Arabic,Medium,Same,No,7,No,1,14,83
29,Female,Freelancer,12,Daily Life,Business,Notion AI,Daily,Intermediate,Desktop,High,Moderate,Rural,Spanish,Slow,Decreased,No,5,Yes,2,38,63
42,Female,Unemployed,5,Daily Life,Education,Notion AI,Rarely,Beginner,Desktop,Low,Low,Suburban,English,Fast,Decreased,Yes,3,Yes,1,10,83
52,Female,Designer,8,Work,Business,,Sometimes,Beginner,Laptop,Low,Moderate,Urban,French,Slow,Decreased,No,5,Yes,2,40,65
27,Female,Student,8,Daily Life,Art,Bard,Rarely,Advanced,Laptop,Low,High,Suburban,Arabic,Slow,Same,Yes,7,No,1,15,83
50,Male,Teacher,0,Shopping,Medicine,Bard,Often,Advanced,Desktop,Low,Low,Suburban,Spanish,Medium,Decreased,No,8,No,2,48,63
29,Male,Unemployed,7,Shopping,Art,Copilot,Rarely,Advanced,Mobile,Low,,Suburban,French,Slow,Same,Yes,10,No,2,40,67
26,,Engineer,11,Entertainment,Law,ChatGPT,Sometimes,Advanced,Tablet,Medium,High,Rural,English,Medium,Same,No,5,Yes,3,63,63
21,Male,Doctor,12,Study,Education,Midjourney,Rarely,Beginner,Mobile,Medium,Moderate,Suburban,French,Fast,Increased,No,7,No,3,57,80
51,Male,Engineer,5,,Engineering,,Rarely,Intermediate,Tablet,Medium,Low,Suburban,English,Fast,Same,Yes,9,No,3,90,65
63,Male,Researcher,9,Daily Life,Business,,Daily,Beginner,Tablet,Low,High,Urban,English,Slow,Increased,Yes,7,No,2,27,87
43,Female,Doctor,12,Daily Life,Business,ChatGPT,Daily,Intermediate,Tablet,Medium,Low,Suburban,Arabic,Slow,Increased,No,2,Yes,2,31,63
21,Female,Freelancer,2,Daily Life,Computer Science,Copilot,Daily,Intermediate,Mobile,Low,Low,Suburban,English,Fast,Same,No,3,Yes,2,27,87
25,Male,Engineer,9,Health,Medicine,,Rarely,Beginner,Desktop,Medium,Low,Urban,Arabic,Slow,Same,No,7,No,4,76,77
37,Male,Researcher,12,Study,Education,ChatGPT,Rarely,Intermediate,Tablet,Medium,Low,Urban,Arabic,Slow,Increased,Yes,6,No,2,23,83
30,,Doctor,5,Shopping,Law,Copilot,Often,Beginner,Mobile,Low,Moderate,Suburban,Spanish,Medium,Increased,No,10,No,3,69,63
40,,Freelancer,9,Work,Business,Other,Rarely,Beginner,Laptop,High,Moderate,Suburban,French,Slow,Decreased,Yes,3,Yes,2,37,67
25,,Doctor,9,Work,Education,Midjourney,Often,Beginner,Tablet,High,Low,Urban,Spanish,Medium,Decreased,Yes,8,No,3,51,80
37,Male,Researcher,12,Daily Life,Law,Notion AI,Sometimes,Beginner,Laptop,High,High,Urban,Spanish,Slow,Increased,No,3,Yes,2,47,63
45,Male,Researcher,10,Daily Life,Medicine,Other,Daily,Advanced,Laptop,Low,Moderate,Suburban,Spanish,Medium,Increased,Yes,6,No,2,20,83
35,Female,Student,1,Entertainment,,Other,Sometimes,Intermediate,Desktop,High,High,Suburban,French,Fast,Same,,3,Yes,2,28,83
52,,Unemployed,8,Study,Education,Notion AI,Sometimes,Intermediate,Mobile,Low,Low,Rural,French,Slow,Same,Yes,3,Yes,2,25,83
40,Female,Engineer,1,Shopping,Computer Science,Bard,Often,Intermediate,Mobile,High,Moderate,Urban,Arabic,Fast,Same,Yes,10,No,3,52,78
31,Female,Freelancer,5,Study,Business,Notion AI,Often,Beginner,Tablet,High,,Suburban,English,,Same,Yes,8,No,2,27,87
26,Female,Researcher,6,Work,Computer Science,Copilot,Daily,Beginner,Laptop,Medium,Moderate,Urban,English,Slow,Increased,Yes,3,Yes,2,50,67
40,,Student,11,Work,Art,Midjourney,Often,Beginner,Tablet,Medium,High,Rural,Arabic,Fast,Increased,No,6,No,2,38,67
43,,Doctor,3,Daily Life,Education,,Daily,Advanced,Desktop,Medium,Low,Urban,English,Fast,Decreased,No,10,No,2,40,63
51,Male,Unemployed,7,Shopping,Medicine,Copilot,Daily,Intermediate,Laptop,Low,Moderate,Suburban,English,Fast,Same,Yes,5,Yes,2,45,67
37,,Doctor,5,Study,Engineering,,Rarely,Advanced,Desktop,Low,High,Urban,English,Medium,Same,No,5,Yes,3,54,78
31,Male,Doctor,2,Entertainment,Engineering,Notion AI,Sometimes,Advanced,Desktop,Medium,Moderate,Suburban,Arabic,Fast,Same,No,5,Yes,3,44,77
57,Female,Doctor,4,Study,Medicine,Midjourney,Often,Intermediate,Tablet,Medium,Moderate,Rural,Spanish,Medium,Decreased,No,5,Yes,3,90,65
40,Male,Designer,7,Daily Life,Engineering,Copilot,Sometimes,Intermediate,Tablet,Low,Moderate,Rural,French,Slow,Same,Yes,6,No,2,39,67
38,,Freelancer,11,Entertainment,Computer Science,ChatGPT,Often,Advanced,Tablet,Medium,,Rural,English,Fast,Increased,Yes,2,Yes,2,49,65
31,,Unemployed,1,Shopping,Education,Notion AI,Sometimes,Intermediate,Tablet,Low,High,Urban,Arabic,Slow,Same,Yes,5,Yes,2,50,67
57,Male,Student,9,Study,Law,Midjourney,,Advanced,Mobile,Medium,High,Suburban,Spanish,Slow,Increased,No,8,No,2,21,83
44,,Student,12,Work,Engineering,Bard,Rarely,Intermediate,Mobile,High,Low,Urban,French,Slow,Decreased,Yes,5,Yes,2,38,67
19,,Researcher,11,Entertainment,Business,ChatGPT,Sometimes,Beginner,Mobile,Medium,Low,Urban,Arabic,Fast,Decreased,No,1,Yes,2,28,85
35,Male,Freelancer,8,Shopping,Medicine,Other,Often,Beginner,Laptop,Medium,Low,Rural,Arabic,Fast,Same,Yes,3,Yes,2,25,87
23,,Unemployed,8,Work,Law,Notion AI,Daily,Beginner,Tablet,Low,High,Rural,Spanish,Fast,Same,No,4,Yes,2,40,67
56,Male,Engineer,1,Entertainment,Education,Bard,Often,Beginner,Mobile,High,Moderate,Rural,French,Fast,Decreased,Yes,4,Yes,3,76,67
49,,Unemployed,7,Entertainment,Education,Other,Rarely,Advanced,Mobile,High,Low,Urban,French,Slow,Decreased,No,9,No,2,32,65
23,Male,Researcher,1,Daily Life,Business,Midjourney,Sometimes,Intermediate,Laptop,Low,Low,Rural,English,Medium,Increased,Yes,8,No,2,35,67
29,Female,Freelancer,10,Work,Medicine,Copilot,Sometimes,Advanced,Mobile,Low,Moderate,Urban,Arabic,Slow,Same,No,7,No,2,33,67
45,Male,Engineer,4,Work,Engineering,ChatGPT,Sometimes,Advanced,Laptop,Medium,Moderate,Urban,French,Medium,Same,No,2,Yes,3,55,83
29,Male,Doctor,8,Entertainment,Medicine,Notion AI,Sometimes,Beginner,Desktop,Low,Moderate,Rural,Arabic,Medium,Decreased,No,2,Yes,3,66,61
56,Female,Researcher,2,Health,Education,Bard,Daily,Beginner,Desktop,Low,Low,Rural,English,Fast,Same,Yes,4,Yes,3,80,67
48,Female,Unemployed,4,Shopping,Art,Other,Often,Advanced,Mobile,Low,Moderate,Suburban,Arabic,Slow,Increased,No,2,Yes,2,30,83
43,Male,Researcher,2,Work,Business,Copilot,Rarely,Advanced,Tablet,High,High,Suburban,Spanish,Fast,Increased,No,1,Yes,2,26,85
